user_id,country,transaction_velocity_score,verification_match_rate,country_risk_score,is_pep,risk_score,risk_tier,outcome,timestamp,funnel_stage_reached,tto_minutes
U00854,Germany,44.23,73.72,0.0,False,21.15,Low,legitimate,2025-05-13,activated,3.5
U00855,USA,56.56,80.8,12.29,False,27.65,Low,legitimate,2025-06-26,activated,2.1
U00856,UAE,21.84,91.63,38.72,False,24.55,Low,flagged_risky,2025-04-25,activated,3.7
U00857,Nigeria,4.84,65.61,66.22,False,38.25,Low,legitimate,2025-06-21,activated,4.1
U00858,UK,33.78,68.44,10.2,False,23.68,Low,legitimate,2025-04-21,activated,5.6
U00859,USA,43.81,81.43,18.06,False,25.94,Low,flagged_risky,2025-04-07,activated,3.4
U00860,UAE,27.51,96.06,37.18,False,24.31,Low,legitimate,2025-04-11,activated,4.6
U00861,UAE,64.76,97.0,28.84,False,31.86,Low,legitimate,2025-03-28,activated,2.2
U00862,Brazil,42.03,88.31,55.02,False,38.12,Low,legitimate,2025-02-06,activated,5.3
U00863,India,20.07,49.39,44.78,False,39.11,Low,legitimate,2025-03-07,selfie_uploaded,
U00864,Switzerland,21.71,58.65,15.59,False,25.15,Low,legitimate,2025-04-19,activated,3.7
U00865,Russia,34.3,89.2,64.13,False,39.18,Low,flagged_risky,2025-04-20,activated,6.6
U00866,Nigeria,26.16,95.38,72.69,False,38.31,Low,legitimate,2025-01-29,activated,5.3
U00867,Brazil,7.2,73.04,54.08,False,31.88,Low,flagged_risky,2025-05-25,activated,2.8
U00868,Switzerland,39.62,68.89,0.0,False,21.22,Low,legitimate,2025-05-09,activated,3.9
U00869,Germany,22.15,91.01,12.08,False,14.18,Low,legitimate,2025-04-05,activated,7.3
U00870,UAE,25.1,49.45,40.95,False,39.08,Low,legitimate,2025-03-23,activated,6.4
U00871,Switzerland,14.61,21.36,24.58,False,37.81,Low,legitimate,2025-04-11,verification_complete,
U00872,Cayman Islands,87.14,47.5,99.32,False,81.62,High,legitimate,2025-04-15,document_uploaded,
U00873,UK,50.65,60.08,0.02,False,27.18,Low,flagged_risky,2025-03-19,activated,5.6
U00874,UAE,100.0,62.62,64.45,False,66.99,Medium,flagged_risky,2025-06-05,verification_complete,
U00875,Nigeria,27.41,48.45,61.76,False,48.39,Low,legitimate,2025-01-29,activated,5.6
U00876,UK,100.0,83.23,23.83,False,44.56,Low,flagged_risky,2025-03-09,verification_complete,
U00877,UK,40.1,76.21,23.73,False,28.66,Low,legitimate,2025-03-13,activated,4.6
U00878,India,20.69,74.48,29.04,False,25.48,Low,legitimate,2025-01-18,signup_started,
U00879,India,27.2,63.24,42.44,False,36.17,Low,flagged_risky,2025-01-17,activated,3.6
U00880,USA,50.58,72.64,17.03,False,30.2,Low,legitimate,2025-06-10,activated,4.7
U00881,India,14.59,46.68,42.99,True,37.57,High,flagged_risky,2025-05-20,selfie_uploaded,
U00882,Russia,65.17,80.05,80.08,False,57.56,Medium,flagged_risky,2025-03-07,details_entered,
U00883,USA,37.87,82.7,28.77,False,28.06,Low,flagged_risky,2025-02-17,activated,2.8
U00884,Germany,59.76,85.25,58.48,False,45.74,Low,flagged_risky,2025-03-15,activated,2.7
U00885,UK,43.92,69.32,78.87,False,53.93,Medium,legitimate,2025-05-07,activated,21.4
U00886,UK,8.48,92.02,24.86,False,14.88,Low,legitimate,2025-02-23,activated,5.6
U00887,Germany,33.41,85.38,17.22,False,21.3,Low,legitimate,2025-01-12,selfie_uploaded,
U00888,Germany,66.07,87.53,18.59,False,31.0,Low,legitimate,2025-03-17,activated,2.7
U00889,UAE,37.49,79.47,36.02,False,31.81,Low,legitimate,2025-04-18,activated,2.9
U00890,UK,34.01,67.22,5.59,False,22.27,Low,legitimate,2025-04-04,activated,2.8
U00891,Cayman Islands,37.46,38.42,76.89,False,60.47,Medium,flagged_risky,2025-02-01,activated,19.7
U00892,Singapore,6.65,59.65,4.41,False,15.87,Low,legitimate,2025-06-01,document_uploaded,
U00893,Switzerland,70.45,65.33,15.08,False,37.57,Low,flagged_risky,2025-04-24,activated,4.5
U00894,UAE,3.57,0.0,50.78,False,51.38,Medium,legitimate,2025-05-10,document_uploaded,
U00895,Nigeria,79.84,78.34,68.6,False,57.89,Medium,legitimate,2025-06-22,activated,22.5
U00896,Singapore,25.99,88.92,22.88,False,20.27,Low,legitimate,2025-04-03,activated,3.5
U00897,Germany,100.0,88.46,24.32,False,43.19,Low,flagged_risky,2025-04-15,activated,3.1
U00898,Germany,6.07,50.42,14.19,False,22.37,Low,legitimate,2025-05-18,activated,4.2
U00899,India,56.17,81.97,30.6,False,34.5,Low,legitimate,2025-05-20,document_uploaded,
U00900,USA,50.09,93.74,32.18,False,29.78,Low,legitimate,2025-06-02,activated,4.3
U00901,Singapore,48.1,78.95,9.45,False,24.53,Low,legitimate,2025-05-07,activated,3.1
U00902,Switzerland,5.78,75.76,9.14,False,12.66,Low,legitimate,2025-01-11,activated,4.8
U00903,USA,18.56,29.0,14.94,False,32.84,Low,flagged_risky,2025-03-05,details_entered,
U00904,Cayman Islands,44.08,72.4,73.99,False,51.1,Medium,legitimate,2025-04-17,selfie_uploaded,
U00905,India,69.24,54.31,24.78,False,44.39,Low,legitimate,2025-03-22,activated,5.4
U00906,USA,16.39,89.82,23.7,False,17.45,Low,legitimate,2025-01-08,activated,2.6
U00907,Switzerland,16.77,86.87,0.95,True,9.35,High,flagged_risky,2025-02-18,verification_complete,
U00908,Singapore,42.15,86.06,37.54,False,31.84,Low,legitimate,2025-02-25,activated,2.3
U00909,Singapore,100.0,63.39,0.23,False,41.07,Low,legitimate,2025-01-07,activated,2.1
U00910,Brazil,20.98,85.35,36.68,False,25.36,Low,legitimate,2025-05-18,activated,2.2
U00911,Nigeria,25.76,81.52,74.59,False,43.11,Low,flagged_risky,2025-03-10,activated,4.1
U00912,Russia,22.99,41.34,91.76,False,61.2,Medium,flagged_risky,2025-05-23,document_uploaded,
U00913,Iran,71.8,64.09,96.58,False,70.95,Medium,legitimate,2025-06-06,activated,25.0
U00914,Iran,72.75,72.55,100.0,False,70.06,Medium,flagged_risky,2025-06-09,activated,24.5
U00915,Cayman Islands,32.28,77.99,65.41,False,42.45,Low,legitimate,2025-06-13,activated,5.0
U00916,Switzerland,100.0,93.71,1.9,False,32.65,Low,legitimate,2025-03-31,activated,3.0
U00917,Germany,36.55,96.14,2.34,False,13.06,Low,legitimate,2025-02-13,activated,3.0
U00918,UK,77.23,69.95,0.0,False,32.18,Low,legitimate,2025-01-16,activated,4.9
U00919,India,27.21,97.45,39.05,False,24.55,Low,legitimate,2025-04-23,activated,5.7
U00920,Switzerland,12.09,48.58,0.0,False,19.05,Low,legitimate,2025-01-23,document_uploaded,
U00921,Nigeria,32.24,27.33,58.1,False,54.71,Medium,legitimate,2025-02-13,selfie_uploaded,
U00922,India,48.58,69.9,92.57,False,60.63,Medium,flagged_risky,2025-02-13,signup_started,
U00923,India,18.69,87.63,30.52,False,21.53,Low,legitimate,2025-02-19,activated,4.5
U00924,Germany,69.62,75.3,15.57,False,34.52,Low,legitimate,2025-03-08,selfie_uploaded,
U00925,Singapore,23.85,92.18,12.75,False,14.6,Low,legitimate,2025-03-01,activated,3.8
U00926,Germany,14.61,36.55,75.58,False,53.65,Medium,flagged_risky,2025-04-05,activated,18.2
U00927,Nigeria,100.0,77.18,76.77,False,67.55,Medium,legitimate,2025-06-22,signup_started,
U00928,India,17.91,59.97,48.27,True,36.69,High,flagged_risky,2025-04-27,verification_complete,
U00929,UAE,23.32,87.71,41.98,False,27.47,Low,legitimate,2025-05-02,activated,4.1
U00930,Singapore,53.96,73.41,12.73,False,29.26,Low,legitimate,2025-01-30,activated,5.1
U00931,UK,92.06,83.2,19.6,False,40.5,Low,legitimate,2025-01-21,activated,5.9
U00932,USA,15.07,84.68,72.18,False,37.99,Low,legitimate,2025-02-04,details_entered,
U00933,Brazil,75.84,70.03,44.43,False,49.51,Low,legitimate,2025-06-02,activated,3.0
U00934,Brazil,100.0,0.0,45.01,False,78.0,High,flagged_risky,2025-02-01,activated,36.2
U00935,Germany,49.73,68.28,4.64,False,26.29,Low,legitimate,2025-06-27,selfie_uploaded,
U00936,Russia,56.35,48.34,81.79,False,65.12,Medium,flagged_risky,2025-05-16,selfie_uploaded,
U00937,Germany,40.76,95.97,11.15,False,17.9,Low,flagged_risky,2025-05-30,activated,5.1
U00938,Nigeria,45.58,76.01,64.03,False,46.48,Low,legitimate,2025-02-24,selfie_uploaded,
U00939,Switzerland,25.04,58.29,42.12,False,36.87,Low,legitimate,2025-01-29,activated,5.0
U00940,Singapore,37.33,0.0,0.0,False,41.2,Low,legitimate,2025-01-31,activated,5.6
U00941,Nigeria,5.26,83.73,78.81,False,37.98,Low,legitimate,2025-06-04,activated,3.3
U00942,Germany,63.37,67.65,12.71,False,33.8,Low,flagged_risky,2025-03-19,activated,4.0
U00943,USA,24.87,87.97,10.23,False,15.16,Low,legitimate,2025-03-15,activated,2.7
U00944,USA,13.03,58.26,25.28,False,26.54,Low,legitimate,2025-02-14,activated,3.8
U00945,Singapore,38.83,66.34,4.96,False,23.73,Low,legitimate,2025-03-06,activated,5.9
U00946,UAE,29.48,74.71,29.34,False,28.17,Low,legitimate,2025-03-08,activated,5.3
U00947,Nigeria,61.92,80.06,79.19,False,56.23,Medium,flagged_risky,2025-05-15,activated,18.7
U00948,Nigeria,32.75,88.89,65.17,False,39.23,Low,legitimate,2025-05-29,activated,1.0
U00949,UK,21.22,91.0,11.32,False,13.59,Low,legitimate,2025-03-26,activated,3.2
U00950,India,33.32,91.45,38.37,True,27.91,High,flagged_risky,2025-03-02,activated,56.7
U00951,Singapore,82.87,89.28,20.28,False,36.19,Low,legitimate,2025-03-23,activated,3.7
U00952,Singapore,63.25,81.95,10.18,False,28.46,Low,legitimate,2025-02-01,verification_complete,
U00953,Germany,49.65,89.35,1.21,False,18.57,Low,flagged_risky,2025-01-13,activated,4.3
U00954,Russia,65.03,66.64,82.89,False,62.67,Medium,legitimate,2025-02-11,activated,15.1
U00955,Nigeria,52.21,97.09,65.64,False,42.79,Low,flagged_risky,2025-01-05,activated,4.0
U00956,Brazil,16.86,73.13,64.99,False,39.12,Low,legitimate,2025-01-07,activated,3.8
U00957,USA,56.65,92.98,17.99,False,26.3,Low,legitimate,2025-02-12,activated,3.2
U00958,USA,70.03,66.16,0.0,False,31.16,Low,legitimate,2025-06-12,activated,6.2
U00959,India,72.56,82.05,41.22,False,43.64,Low,legitimate,2025-02-03,activated,3.4
U00960,India,14.01,91.78,55.5,False,28.87,Low,legitimate,2025-05-06,activated,1.3
U00961,USA,23.37,73.29,32.18,False,27.9,Low,legitimate,2025-01-27,activated,6.1
U00962,Germany,20.76,58.66,28.48,False,30.02,Low,legitimate,2025-03-25,document_uploaded,
U00963,Germany,27.01,31.97,2.82,False,29.64,Low,legitimate,2025-04-20,activated,5.1
U00964,Cayman Islands,46.25,51.82,100.0,False,68.33,Medium,legitimate,2025-04-11,verification_complete,
U00965,USA,38.15,81.9,11.5,False,21.48,Low,legitimate,2025-05-24,activated,4.7
U00966,Cayman Islands,38.16,95.0,84.02,False,46.56,Low,legitimate,2025-02-15,activated,3.9
U00967,Germany,10.94,57.19,0.54,False,16.34,Low,legitimate,2025-05-14,activated,5.2
U00968,India,22.7,50.0,32.2,False,34.69,Low,legitimate,2025-03-14,activated,3.7
U00969,Germany,75.98,72.15,5.91,False,33.52,Low,legitimate,2025-03-22,activated,3.2
U00970,Singapore,69.84,60.53,18.09,False,40.03,Low,legitimate,2025-02-27,activated,4.3
U00971,Switzerland,32.36,51.43,15.21,False,30.36,Low,legitimate,2025-06-29,details_entered,
U00972,Switzerland,56.75,59.34,10.49,False,33.42,Low,legitimate,2025-05-29,details_entered,
U00973,Russia,43.49,92.56,65.85,False,41.62,Low,legitimate,2025-03-25,activated,3.3
U00974,UK,60.85,52.53,12.2,False,37.37,Low,legitimate,2025-05-14,activated,7.4
U00975,India,58.38,95.67,31.28,False,31.33,Low,legitimate,2025-06-14,activated,1.8
U00976,USA,34.24,68.31,25.83,False,30.11,Low,legitimate,2025-02-21,activated,4.3
U00977,USA,49.85,80.27,28.6,False,32.31,Low,legitimate,2025-02-28,activated,3.7
U00978,India,45.44,56.02,47.51,False,45.83,Low,legitimate,2025-05-18,activated,6.2
U00979,Germany,34.88,86.0,5.2,False,16.75,Low,legitimate,2025-02-21,activated,2.7
U00980,Iran,29.77,55.93,71.34,False,50.69,Medium,legitimate,2025-01-17,details_entered,
U00981,Brazil,96.04,82.02,32.1,False,47.05,Low,legitimate,2025-04-18,activated,4.8
U00982,UAE,34.91,81.71,54.79,False,37.88,Low,legitimate,2025-02-06,activated,3.8
U00983,USA,54.48,91.89,14.39,False,24.53,Low,legitimate,2025-04-16,activated,3.1
U00984,Germany,91.48,52.99,5.24,False,43.64,Low,legitimate,2025-01-20,selfie_uploaded,
U00985,Russia,49.8,53.47,92.78,False,66.01,Medium,legitimate,2025-03-28,document_uploaded,
U00986,UK,48.33,80.29,26.39,False,30.97,Low,legitimate,2025-02-12,activated,3.6
U00987,Switzerland,35.05,94.13,8.22,True,15.57,High,flagged_risky,2025-04-06,activated,70.4
U00988,UK,45.98,45.27,12.36,False,35.16,Low,legitimate,2025-02-10,activated,4.5
U00989,Brazil,27.98,84.42,46.81,False,31.79,Low,legitimate,2025-02-15,activated,4.7
U00990,India,100.0,72.53,40.04,False,54.26,Medium,flagged_risky,2025-06-12,activated,19.8
U00991,UAE,11.17,76.82,56.4,False,32.87,Low,flagged_risky,2025-06-26,details_entered,
U00992,Brazil,31.12,60.74,51.8,False,41.84,Low,flagged_risky,2025-02-28,activated,5.6
U00993,Germany,50.34,86.19,18.53,False,26.66,Low,legitimate,2025-04-27,activated,3.7
U00994,Russia,48.36,68.5,88.52,False,59.37,Medium,legitimate,2025-03-05,activated,22.4
U00995,USA,97.43,55.82,7.47,False,45.47,Low,legitimate,2025-01-31,signup_started,
U00996,India,7.76,53.1,44.79,False,34.31,Low,legitimate,2025-01-18,activated,1.3
U00997,Switzerland,12.88,83.27,5.35,False,11.02,Low,legitimate,2025-06-10,activated,6.2
U00998,Iran,40.0,71.28,73.36,False,49.96,Low,legitimate,2025-01-12,activated,3.6
U00999,Singapore,5.63,37.5,0.0,False,20.44,Low,legitimate,2025-03-30,details_entered,
U01000,Switzerland,52.69,48.67,0.0,False,31.21,Low,legitimate,2025-02-09,activated,2.5
U01001,USA,73.61,56.79,22.78,False,44.16,Low,legitimate,2025-05-17,activated,2.5
U01002,Germany,58.9,72.73,13.02,False,31.06,Low,legitimate,2025-01-25,activated,3.1
U01003,Germany,66.56,78.61,13.66,False,31.85,Low,legitimate,2025-04-14,activated,4.8
U01004,India,5.86,95.77,55.56,False,25.25,Low,legitimate,2025-03-04,activated,3.4
U01005,UK,28.77,94.48,3.58,False,11.72,Low,legitimate,2025-04-04,document_uploaded,
U01006,Russia,15.8,67.36,77.75,False,45.63,Low,flagged_risky,2025-02-03,activated,3.1
U01007,UK,9.08,67.21,17.74,False,19.66,Low,legitimate,2025-01-22,document_uploaded,
U01008,UAE,24.51,39.99,35.37,False,39.51,Low,legitimate,2025-02-02,selfie_uploaded,
U01009,USA,90.07,87.95,18.25,False,37.94,Low,legitimate,2025-04-14,activated,3.4
U01010,India,100.0,90.58,23.6,False,42.26,Low,legitimate,2025-04-27,activated,4.8
U01011,India,17.55,94.11,50.69,False,27.3,Low,legitimate,2025-06-12,activated,3.7
U01012,USA,36.67,69.56,11.87,False,24.88,Low,legitimate,2025-06-19,activated,3.6
U01013,Cayman Islands,45.55,68.41,100.0,False,63.14,Medium,flagged_risky,2025-05-16,activated,17.7
U01014,UK,28.92,95.83,14.71,False,15.81,Low,legitimate,2025-01-03,activated,4.8
U01015,Germany,76.98,64.64,21.25,False,42.2,Low,legitimate,2025-05-07,selfie_uploaded,
U01016,UAE,24.79,72.65,41.52,False,32.25,Low,legitimate,2025-05-08,document_uploaded,
U01017,Nigeria,21.74,93.78,69.72,False,36.28,Low,legitimate,2025-05-08,activated,7.0
U01018,Switzerland,18.32,72.62,2.74,False,14.81,Low,legitimate,2025-04-29,activated,4.2
U01019,USA,28.77,71.73,19.07,False,24.74,Low,legitimate,2025-05-04,activated,4.0
U01020,Nigeria,2.07,69.75,72.86,False,38.84,Low,legitimate,2025-04-16,activated,3.9
U01021,UAE,29.79,79.73,34.94,False,28.99,Low,legitimate,2025-04-22,activated,4.6
U01022,Iran,38.25,77.84,94.87,False,56.07,Medium,legitimate,2025-05-05,activated,9.3
U01023,India,39.94,52.15,32.51,False,39.34,Low,legitimate,2025-01-08,activated,6.0
U01024,India,15.0,77.4,58.7,False,34.76,Low,legitimate,2025-04-02,activated,5.2
U01025,UK,39.41,78.6,61.48,False,42.84,Low,legitimate,2025-01-23,activated,3.2
U01026,Russia,38.85,65.0,91.91,False,58.92,Medium,legitimate,2025-06-16,document_uploaded,
U01027,UK,39.45,89.43,13.24,False,20.3,Low,legitimate,2025-06-28,document_uploaded,
U01028,UAE,59.64,99.11,44.33,False,35.89,Low,legitimate,2025-01-29,activated,4.4
U01029,USA,14.47,77.03,6.11,False,13.68,Low,legitimate,2025-06-10,activated,4.1
U01030,India,29.17,91.89,33.98,False,24.78,Low,legitimate,2025-03-27,activated,4.3
U01031,UAE,7.25,67.09,43.89,True,29.61,High,flagged_risky,2025-05-02,activated,38.0
U01032,USA,56.09,93.82,32.27,False,31.59,Low,legitimate,2025-04-28,activated,3.4
U01033,Russia,16.46,83.26,80.0,False,41.96,Low,legitimate,2025-01-22,activated,5.4
U01034,USA,65.67,84.13,30.45,False,36.64,Low,legitimate,2025-06-13,activated,3.4
U01035,India,67.17,69.13,43.77,True,46.92,High,legitimate,2025-04-26,activated,11.4
U01036,UK,100.0,69.17,29.65,False,51.11,Medium,flagged_risky,2025-03-29,activated,17.2
U01037,USA,30.12,45.15,17.47,False,32.48,Low,legitimate,2025-04-21,activated,6.9
U01038,USA,10.29,72.79,39.51,False,27.05,Low,legitimate,2025-06-25,activated,5.0
U01039,Germany,35.84,74.57,7.63,False,21.43,Low,legitimate,2025-04-27,activated,3.3
U01040,Switzerland,59.31,75.29,1.1,False,25.64,Low,legitimate,2025-04-29,activated,3.9
U01041,UAE,42.87,79.01,31.11,False,31.6,Low,legitimate,2025-06-07,activated,4.8
U01042,India,82.91,75.74,100.0,False,72.15,Medium,legitimate,2025-05-06,selfie_uploaded,
U01043,UAE,26.71,80.19,49.38,False,33.71,Low,legitimate,2025-01-26,activated,3.0
U01044,Switzerland,26.69,57.93,4.99,False,22.62,Low,legitimate,2025-05-28,activated,4.5
U01045,UK,17.4,48.68,26.24,False,31.11,Low,legitimate,2025-06-11,activated,5.9
U01046,Germany,100.0,67.63,18.19,False,46.99,Low,flagged_risky,2025-05-13,activated,3.5
U01047,Brazil,10.2,55.49,65.7,False,42.69,Low,legitimate,2025-01-28,activated,5.9
U01048,Nigeria,56.54,77.29,56.07,False,46.2,Low,flagged_risky,2025-04-05,activated,3.1
U01049,Singapore,60.11,91.45,7.61,False,23.64,Low,legitimate,2025-01-10,activated,1.0
U01050,UAE,58.45,79.99,97.94,False,62.71,Medium,legitimate,2025-05-20,activated,22.0
U01051,Germany,18.61,81.24,0.0,False,11.21,Low,flagged_risky,2025-06-22,activated,4.6
U01052,Singapore,31.29,79.26,19.54,False,23.43,Low,legitimate,2025-01-07,activated,4.9
U01053,Germany,51.31,76.46,9.57,False,26.28,Low,legitimate,2025-01-20,activated,4.8
U01054,Singapore,22.05,92.41,16.66,False,15.55,Low,legitimate,2025-06-17,activated,4.2
U01055,UAE,28.17,95.76,63.24,False,35.02,Low,legitimate,2025-05-24,activated,3.7
U01056,Russia,22.35,63.47,74.82,False,47.59,Low,legitimate,2025-05-29,activated,3.7
U01057,Germany,37.57,87.44,8.21,False,18.32,Low,legitimate,2025-02-07,activated,3.4
U01058,India,35.86,67.84,39.07,False,36.03,Low,legitimate,2025-04-25,activated,3.5
U01059,UAE,100.0,80.76,50.89,False,56.13,Medium,legitimate,2025-05-30,activated,8.2
U01060,Cayman Islands,52.06,58.12,76.9,False,58.94,Medium,legitimate,2025-01-13,activated,11.4
U01061,India,12.47,32.61,32.32,False,36.89,Low,legitimate,2025-02-21,details_entered,
U01062,Singapore,13.37,87.73,19.51,False,15.5,Low,legitimate,2025-02-23,activated,1.3
U01063,India,57.2,68.03,41.41,False,43.32,Low,legitimate,2025-04-08,activated,1.6
U01064,UK,35.59,72.45,0.0,False,18.94,Low,legitimate,2025-02-15,details_entered,
U01065,Cayman Islands,100.0,46.2,70.97,False,74.53,Medium,legitimate,2025-03-03,activated,17.3
U01066,UK,100.0,96.62,28.51,False,42.42,Low,flagged_risky,2025-02-16,activated,3.6
U01067,UAE,17.32,84.05,45.62,False,28.23,Low,legitimate,2025-01-12,activated,1.1
U01068,Switzerland,43.32,92.2,1.14,False,15.79,Low,legitimate,2025-05-01,activated,5.9
U01069,USA,13.52,69.05,16.47,False,19.93,Low,legitimate,2025-04-25,document_uploaded,
U01070,Nigeria,56.57,60.82,70.12,False,56.77,Medium,flagged_risky,2025-06-07,details_entered,
U01071,India,100.0,46.42,44.62,False,63.92,Medium,flagged_risky,2025-04-14,document_uploaded,
U01072,USA,39.27,90.7,5.78,False,16.88,Low,legitimate,2025-05-03,activated,5.6
U01073,Russia,26.02,60.96,70.43,False,47.69,Low,legitimate,2025-03-06,activated,4.5
U01074,Nigeria,46.37,70.04,72.46,False,51.88,Medium,legitimate,2025-03-11,activated,15.4
U01075,UK,64.34,10.51,14.1,False,51.79,Medium,legitimate,2025-03-16,selfie_uploaded,
U01076,India,64.62,69.32,43.15,False,45.85,Low,legitimate,2025-06-24,activated,4.2
U01077,USA,26.23,65.15,6.93,False,21.1,Low,legitimate,2025-03-27,document_uploaded,
U01078,India,21.63,69.43,41.21,False,32.14,Low,legitimate,2025-06-05,signup_started,
U01079,UK,41.74,89.41,24.82,False,25.63,Low,legitimate,2025-02-27,activated,3.3
U01080,Singapore,27.55,83.86,14.38,True,18.86,High,legitimate,2025-05-04,verification_complete,
U01081,Russia,77.0,82.8,79.25,False,59.96,Medium,flagged_risky,2025-02-19,activated,20.6
U01082,Russia,27.31,19.28,77.14,False,63.26,Medium,flagged_risky,2025-03-13,activated,14.8
U01083,Nigeria,37.32,81.96,62.49,False,41.6,Low,legitimate,2025-06-04,activated,1.5
U01084,Cayman Islands,45.59,39.32,81.35,False,64.42,Medium,flagged_risky,2025-05-04,activated,16.7
U01085,UAE,10.54,47.67,53.34,False,40.2,Low,legitimate,2025-03-29,activated,2.3
U01086,Brazil,23.06,66.22,46.93,False,35.82,Low,flagged_risky,2025-03-15,activated,4.1
U01087,Brazil,100.0,75.56,39.99,False,53.33,Medium,flagged_risky,2025-05-24,activated,16.6
U01088,USA,62.58,87.43,13.57,False,27.97,Low,legitimate,2025-01-28,activated,3.3
U01089,USA,27.04,78.96,19.81,False,22.35,Low,legitimate,2025-06-02,activated,2.4
U01090,Singapore,56.72,66.22,6.64,False,29.81,Low,legitimate,2025-04-22,selfie_uploaded,
U01091,India,76.19,90.16,42.37,False,42.75,Low,flagged_risky,2025-03-01,activated,3.5
U01092,Singapore,30.23,78.14,14.71,False,21.51,Low,legitimate,2025-05-06,activated,6.8
U01093,Singapore,60.65,70.59,18.0,False,34.22,Low,legitimate,2025-06-28,activated,4.0
U01094,India,55.15,64.83,50.81,False,47.42,Low,legitimate,2025-03-04,activated,4.4
U01095,USA,13.71,95.92,87.56,False,40.36,Low,flagged_risky,2025-03-12,activated,4.0
U01096,Germany,30.35,43.68,3.59,False,27.44,Low,legitimate,2025-06-17,activated,4.4
U01097,Brazil,93.9,94.31,39.87,False,45.83,Low,legitimate,2025-03-03,activated,5.3
U01098,Nigeria,100.0,68.68,69.32,True,67.12,High,flagged_risky,2025-06-03,selfie_uploaded,
U01099,Germany,62.92,71.88,7.94,False,30.49,Low,legitimate,2025-06-11,activated,1.9
U01100,Switzerland,22.47,69.11,0.0,False,16.01,Low,legitimate,2025-04-15,activated,5.0
U01101,UK,4.13,73.3,11.02,False,13.66,Low,legitimate,2025-01-15,verification_complete,
U01102,Brazil,20.16,61.02,43.73,False,35.23,Low,legitimate,2025-01-11,activated,4.0
U01103,Brazil,12.13,77.97,41.95,False,27.03,Low,legitimate,2025-02-20,activated,6.1
U01104,Germany,98.3,73.23,9.16,False,41.18,Low,flagged_risky,2025-01-04,activated,6.1
U01105,Brazil,7.07,83.72,58.61,False,30.45,Low,legitimate,2025-05-18,activated,5.1
U01106,Switzerland,14.04,60.92,9.79,True,19.85,High,legitimate,2025-04-26,document_uploaded,
U01107,UK,41.15,87.91,37.25,False,30.87,Low,legitimate,2025-03-23,activated,2.6
U01108,Iran,35.42,84.63,97.53,False,54.25,Medium,legitimate,2025-05-27,activated,22.1
U01109,Germany,90.99,74.86,9.39,False,38.59,Low,legitimate,2025-01-25,activated,5.6
U01110,Germany,52.91,66.51,12.04,False,30.73,Low,legitimate,2025-04-01,verification_complete,
U01111,USA,78.67,81.88,20.31,False,37.16,Low,legitimate,2025-03-02,activated,5.3
U01112,India,77.9,80.3,41.92,False,46.05,Low,legitimate,2025-01-05,document_uploaded,
U01113,Russia,26.47,70.35,96.69,False,55.51,Medium,flagged_risky,2025-03-28,activated,8.2
U01114,Iran,95.69,31.51,88.39,False,84.61,High,flagged_risky,2025-01-27,activated,62.7
U01115,Switzerland,18.03,71.04,15.73,False,20.39,Low,legitimate,2025-01-09,document_uploaded,
U01116,Germany,34.5,66.72,13.87,False,25.88,Low,legitimate,2025-02-08,activated,3.6
U01117,Brazil,4.9,81.78,33.86,False,20.48,Low,legitimate,2025-02-05,activated,2.7
U01118,Singapore,65.05,90.97,16.94,False,29.0,Low,legitimate,2025-04-23,activated,6.1
U01119,Nigeria,39.56,35.3,81.41,False,63.84,Medium,flagged_risky,2025-05-23,activated,14.4
U01120,UAE,95.85,45.86,34.29,False,58.71,Medium,legitimate,2025-03-29,activated,24.3
U01121,Switzerland,29.55,17.9,7.92,False,36.66,Low,legitimate,2025-04-26,verification_complete,
U01122,Brazil,10.4,59.12,32.47,False,28.37,Low,legitimate,2025-01-19,activated,4.5
U01123,Germany,48.47,77.91,0.67,False,21.43,Low,legitimate,2025-05-22,activated,4.5
U01124,USA,23.59,94.78,27.43,False,19.62,Low,legitimate,2025-04-01,document_uploaded,
U01125,India,59.08,90.79,33.8,False,34.01,Low,legitimate,2025-03-19,activated,5.8
U01126,USA,18.35,29.05,8.02,False,30.0,Low,legitimate,2025-06-06,activated,3.0
U01127,UAE,85.2,92.41,44.07,False,45.46,Low,flagged_risky,2025-02-26,document_uploaded,
U01128,India,37.3,64.38,33.3,False,35.19,Low,legitimate,2025-03-21,details_entered,
U01129,Iran,32.07,83.84,91.76,False,51.18,Medium,flagged_risky,2025-06-16,activated,10.6
U01130,Iran,81.61,82.37,100.0,False,69.77,Medium,flagged_risky,2025-01-27,activated,14.9
U01131,USA,65.68,58.93,7.54,False,35.04,Low,legitimate,2025-04-04,activated,4.5
U01132,Switzerland,20.45,91.12,0.0,False,8.8,Low,legitimate,2025-04-15,details_entered,
U01133,UAE,64.45,85.06,43.39,False,41.17,Low,legitimate,2025-05-07,activated,6.2
U01134,Cayman Islands,56.01,75.87,90.72,False,60.33,Medium,legitimate,2025-06-17,selfie_uploaded,
U01135,UK,33.39,73.25,26.14,False,28.5,Low,legitimate,2025-03-03,activated,4.4
U01136,USA,61.1,62.62,12.01,False,34.35,Low,legitimate,2025-01-21,selfie_uploaded,
U01137,USA,84.96,82.65,26.44,False,41.27,Low,legitimate,2025-03-13,document_uploaded,
U01138,Switzerland,34.11,46.78,0.94,False,26.58,Low,legitimate,2025-01-29,activated,3.8
